	Filename,Cluster
MEDOID:	1aisB.B99990034.pdb,0
	1aisB.B99990007.pdb,0
	1aisB.B99990008.pdb,0
	1aisB.B99990013.pdb,0
	1aisB.B99990016.pdb,0
	1aisB.B99990018.pdb,0
	1aisB.B99990021.pdb,0
	1aisB.B99990027.pdb,0
	1aisB.B99990028.pdb,0
	1aisB.B99990029.pdb,0
	1aisB.B99990031.pdb,0
	1aisB.B99990034.pdb,0
	1aisB.B99990038.pdb,0
	1aisB.B99990049.pdb,0
	1aisB.B99990050.pdb,0
MEDOID:	1aisB.B99990047.pdb,1
	1aisB.B99990001.pdb,1
	1aisB.B99990002.pdb,1
	1aisB.B99990003.pdb,1
	1aisB.B99990004.pdb,1
	1aisB.B99990005.pdb,1
	1aisB.B99990006.pdb,1
	1aisB.B99990009.pdb,1
	1aisB.B99990010.pdb,1
	1aisB.B99990011.pdb,1
	1aisB.B99990012.pdb,1
	1aisB.B99990014.pdb,1
	1aisB.B99990015.pdb,1
	1aisB.B99990017.pdb,1
	1aisB.B99990019.pdb,1
	1aisB.B99990020.pdb,1
	1aisB.B99990022.pdb,1
	1aisB.B99990023.pdb,1
	1aisB.B99990024.pdb,1
	1aisB.B99990025.pdb,1
	1aisB.B99990026.pdb,1
	1aisB.B99990030.pdb,1
	1aisB.B99990032.pdb,1
	1aisB.B99990033.pdb,1
	1aisB.B99990035.pdb,1
	1aisB.B99990036.pdb,1
	1aisB.B99990037.pdb,1
	1aisB.B99990039.pdb,1
	1aisB.B99990040.pdb,1
	1aisB.B99990041.pdb,1
	1aisB.B99990042.pdb,1
	1aisB.B99990043.pdb,1
	1aisB.B99990044.pdb,1
	1aisB.B99990045.pdb,1
	1aisB.B99990046.pdb,1
	1aisB.B99990047.pdb,1
	1aisB.B99990048.pdb,1
