pbd, molpdf_coor1, DOPE_coor1, DOPEHR_coor1, NDOPE_coor1, outlier_coor1, allowed_coor1, molpdf_coor2, DOPE_coor2, DOPEHR_coor2, NDOPE_coor2, outlier_coor2, allowed_coor2, coef_var_coor1, coef_var_coor2
1a0aA, -0.08054798519679227, 0.5879912919054328, 0.546847081985167, 0.5879917646731024, -0.03853294412163627, 0.03895418517123865, 0.46936042683680945, 0.05113303362562802, 0.047225341203591745, 0.05113123026424973, 0.6211577934095207, -0.6216144807823346, 0.4598733329620921, 0.4015108559813552
1a1w_, -0.25014242340534054, -0.5370646789325427, -0.4912726993343353, -0.5370667497388203, 0.24413186996961644, -0.2441318699696164, 0.14675038747528352, 0.18770695758641895, 0.17336755581415064, 0.1877021250579726, 0.6625488754383535, -0.6625488754383536, 0.5023465873400704, 0.3110142445727774
1a4pA, 0.43404464508353546, 0.31736667544212305, 0.4729799869284551, 0.31736694456101827, 0.4396542222387128, -0.4394951179773859, 0.1855162077396557, -0.6160741384184991, 0.0655127832550309, -0.6160736401289552, 0.31861609690106585, -0.31730351495337866, 0.6788899020177084, 0.2573112674296159
1a8o_, 0.19440863933982075, 0.5683355780791075, 0.5623119780085765, 0.5683354564230608, 0.0, 0.0, 0.9770139083797742, -0.1483297109911392, -0.03794450476362744, -0.14833183821421062, 0.0, 0.0, 0.7491874324751994, 0.2320884343275804
1af8_, 0.3999165716986608, 0.49292594084457103, 0.49635543895366446, 0.49292680310424813, -0.23210471508117267, 0.23210471508117264, 0.08257883470218971, -0.2581092411619299, -0.15815882664439146, -0.25810242423144775, -0.646115036137668, 0.646115036137668, 0.5575387822214566, 0.3210356246020384
1afp_, 0.4081530378382561, 0.41726002536037876, 0.4225636638599809, 0.41725998675447723, 0.39164953630347094, -0.39147140775772843, 0.1398660442239197, -0.4407533061264934, -0.22769360224163684, -0.4407542466681466, 0.5194706847433425, -0.5198226024772514, 0.688924597006815, 0.20964967390511535
1agqA, 0.09416997956250456, 0.4918921305748383, 0.42081058212337724, 0.49188886274758065, -0.4050907469851202, 0.407479366609719, 0.0010678780060225407, -0.3162193605589305, -0.3717228167608071, -0.31623352301931107, -0.5773578293364113, 0.5731322874925286, 0.5558194410730264, 0.22529500195129917
1ail_, 0.3551933828733051, 0.5486976333643704, 0.5212484309824654, 0.5486972217003424, 0.0, 0.0, -0.9295720979470613, 0.24893296254162878, 0.10934366836050184, 0.2489418748784869, -0.0, -0.0, 0.7694037340181252, 0.17637040696610526
1am9A, -0.26064150805583, -0.5417449037076588, -0.5171525186582766, -0.5417448879231084, -0.1959456341597497, 0.19811491840211032, 0.27694620122229047, 0.13464163644961125, 0.0837780643135532, 0.13464236106658922, -0.6637626905139247, 0.6629058700831647, 0.5204035126386345, 0.32681141061819635
1apj_, 0.02487515420367377, 0.5638136063748246, 0.49732847039041866, 0.5638129580589494, 0.24121272209494063, -0.24102117652490707, 0.2810549495037122, -0.18620513381260634, -0.2082865949129451, -0.18620574105812462, 0.6359980071782229, -0.6354419050890407, 0.4632078915576008, 0.3317108781949593
1atx_, -0.0546680831691904, -0.570827347335325, -0.526014852097585, -0.5708269077225696, -0.18524653439317998, 0.18524653439318003, -0.029545947738905315, -0.15570116103384637, -0.13959245832029743, -0.1557005770746654, 0.682332566020278, -0.6823325660202784, 0.46434441349291494, 0.3237178170982629
1awj_, 0.4080183468220102, 0.41863921509488927, 0.4424146144304874, 0.4186397287241933, 0.3783716290674141, -0.37961458484928795, 0.19331695567308158, -0.4378532656862295, -0.22893447011388698, -0.43785132482818595, 0.5140843302702368, -0.5123530028092678, 0.6162006428431754, 0.2724356471662662
1a1iA, 0.4825724076738663, 0.06069870218061572, 0.49440018590493995, 0.0607000741098517, 0.5076039283169785, -0.5076039283169785, 0.14120136930565297, -0.6998705463910888, 0.016911457416405155, -0.6998702918204832, 0.00833573138997699, -0.008335731389976713, 0.6157193348511371, 0.33532176934384833
1a32_, 0.3878641049091393, 0.3893614877242977, 0.4379009562363322, 0.3893612027043464, 0.42106987208543256, -0.4210698720854327, -0.264442144541099, 0.5785745949810389, -0.11993535082469838, 0.5785758510704887, -0.35084703676506096, 0.35084703676506074, 0.8234503590195525, 0.12462839036359298
1a6s_, 0.3664178900905152, 0.534668927837532, 0.5392846034890983, 0.534667571739976, -0.03981062418477511, 0.0398106241847751, 0.02668996051706692, 0.02090421467612795, 0.044630039685930954, 0.02090103404018641, 0.7058406215818326, -0.7058406215818324, 0.5309971413901199, 0.3328191574709949
1adr_, 0.11614866587617236, 0.5771736347768327, 0.3878121939778764, 0.5771750997371681, -0.2904738940437454, 0.29236211460824263, 0.4950193178417593, 0.08934343384596685, 0.39641779802123656, 0.08933954138303915, 0.5405218357193523, -0.538220351399066, 0.44676704929545036, 0.3951583137368689
1afj_, -0.040048495915450726, -0.5978108848029774, -0.5325778187285262, -0.5978119528617316, -0.0, -0.0, 0.9676833850176524, -0.11711200003048892, 0.19015094842844468, -0.11711644897878283, -0.0, -0.0, 0.6614492238043608, 0.2606898811695979
1agg_, 0.10888531382234048, 0.4558343973828376, 0.4907570657176659, 0.4558328670052719, 0.4073457718011779, -0.40718830115571747, 0.4593174006434984, -0.4172481475524951, -0.09756452304216527, -0.41724999710893285, 0.4656240771096331, -0.46315152099724854, 0.5505344113982599, 0.2755344506415538
1aho_, 0.3551826290489498, 0.48318283190030015, 0.4559714434097614, 0.4831832844307469, -0.31543906497152313, 0.315439064971523, 0.32579212141225805, 0.1902192011608979, 0.2064920024275254, 0.1902229089211228, 0.62404024188768, -0.6240402418876798, 0.6339649121138594, 0.26386784153641235
1akhA, 0.390178982552397, 0.4044019965915378, 0.43621230336806077, 0.40440226721615596, 0.40621205826661017, -0.4066801975837056, -0.06153320433636304, -0.4996913661142562, 0.05563922236137797, -0.49969182594370354, 0.4973206151543431, -0.4963937601919894, 0.7591370549825174, 0.14456439741376828
1aoy_, 0.2951895418971224, 0.47741236457219416, 0.4474307936785904, 0.4774126792435772, 0.35773880889847226, -0.3589517121865732, 0.16373826862346463, -0.3113974325096526, -0.3576124722790838, -0.31139864772040166, 0.5716605183077931, -0.5697103405161256, 0.5976205256357758, 0.25968061543594545
1atb_, 0.41035772281993127, 0.49766710613758436, 0.4625161792070192, 0.4976682124015597, 0.2473248118643376, -0.24732481186433766, 0.19839059165499345, -0.27116606163457163, -0.24824131844035977, -0.27116396779523155, 0.6131706493909003, -0.6131706493909002, 0.5127502017938381, 0.34571987503094326
1aw0_, 0.385188717218181, 0.5160275246396145, 0.4789026378692348, 0.5160282182511042, 0.21216991777274205, -0.21141502629877332, 0.1264275069861169, -0.2112711585301044, -0.22153934035228892, -0.21126716055470962, 0.6502589817030576, -0.6502540636647711, 0.5152361092137845, 0.3319937732951469
