pbd, molpdf_coor1, DOPE_coor1, DOPEHR_coor1, NDOPE_coor1, outlier_coor1, allowed_coor1, molpdf_coor2, DOPE_coor2, DOPEHR_coor2, NDOPE_coor2, outlier_coor2, allowed_coor2, coef_var_coor1, coef_var_coor2
153l_, 0.3036154193603966, 0.5189819309897854, 0.5142633785749046, 0.5189813363697441, -0.22576091531202508, 0.23173042853022133, 0.2058459292378908, 0.1861823501582594, 0.09266378576315772, 0.18618462421388424, 0.6651162142710689, -0.661311360808079, 0.543027846879986, 0.3123006765546878
1a17_, -0.2593151415922262, -0.5097063499088269, -0.4499363764240927, -0.5097054892775867, -0.32409217926554146, 0.3250798746665043, 0.08596458772186681, -0.295958551580607, -0.26185561042131905, -0.2959617989378223, 0.6121316837767234, -0.6116793931310409, 0.5024661030274676, 0.29600221338801225
1a1x_, -0.000620468713112072, -0.5865885714359768, -0.5576661632107381, -0.586588652905376, 0.019602789217786475, -0.021246087325201543, -0.26694313315774104, -0.002487973499672865, -0.04432890942598997, -0.0024890971689495345, -0.6812392297920973, 0.6802036736334566, 0.47191040431695214, 0.3476868750569942
1a2pA, 0.3027772198378572, 0.5381614794712772, 0.5157635656627871, 0.5381604019268917, 0.1775943457619602, -0.1775943457619602, 0.217745915121539, 0.09368935789138245, 0.14239111727499598, 0.09369752540852769, -0.6762967411274728, 0.6762967411274731, 0.5247599811796677, 0.325299528795162
1a2zA, -0.09829739556071278, -0.50559260945626, -0.4953827254892185, -0.505594042362552, 0.3439888481908447, -0.33964102700335624, 0.37705618219716597, 0.2749459759216352, 0.16772340574636113, 0.2749415690283764, 0.5800610303727377, -0.5848406104396063, 0.5327315677768221, 0.28982003771574383
1a3aA, 0.24266183325069202, 0.5645771412444999, 0.5465264509626304, 0.5645777175459629, 0.04964234843550112, -0.04964234843550091, 0.09121198500192418, 0.039280646873077106, 0.00607045264620478, 0.03927501793206316, -0.7030497945182644, 0.7030497945182642, 0.4861176402806811, 0.3339814849303553
1a3c_, -0.3411414617974281, -0.5542265271786886, -0.5178807956557266, -0.554226995021299, -0.023317151357065392, 0.023317151357066482, 0.13427124962376796, -0.052757975668487486, -0.03840265059334786, -0.05275291531889509, 0.698187007140851, -0.6981870071408511, 0.5112392278211704, 0.33848612449489085
1a3k_, 0.09816818038001976, -0.5122276979479334, -0.4894067870235247, -0.5122289677194896, 0.33466715088738674, -0.3377664479741754, 0.10470047988275148, 0.2673277464685135, 0.30464092081282435, 0.26732233259405125, 0.615732251114438, -0.6117026731024844, 0.5504505355781969, 0.2730760011779089
1a44_, 0.42156199535045097, 0.4410248520845437, 0.46335899346737475, 0.4410231424978391, 0.33271898951765694, -0.32844736090967985, 0.14936892717464922, -0.3741857061833926, -0.2328930800251889, -0.37419333784785536, 0.5652482899832344, -0.5691296080335488, 0.620083344027453, 0.2943495447745305
1a53_, -0.3705431599674173, -0.5388488262847312, -0.5299320456848778, -0.5388488465139386, 0.02401724984013989, -0.02401724984013989, 0.06930236239631679, -0.020027462297428338, 0.056079028229125805, -0.020022712871937548, 0.7040065045446454, -0.7040065045446452, 0.5422760112141995, 0.33511799360983124
1a6f_, -0.11620300726807416, 0.5770324571492111, 0.5554010502624857, 0.5770327351437541, 0.07776020974137396, -0.07776020974137358, 0.11963268012722228, -0.07681316204423103, -0.010749052177737717, -0.07681095795406452, 0.6977722746705416, -0.6977722746705416, 0.4804005301971892, 0.33437300621502036
1a6jA, -0.27033757022739807, -0.5557801584790076, -0.5043972709808763, -0.5557808233924444, 0.16152304812709806, -0.16919629979579198, 0.1787434707396159, 0.06769320589365176, 0.19948165635738263, 0.06768804984060318, 0.6795012828888677, -0.6762926916519725, 0.5122569052398165, 0.3300462238885791
1a6m_, 0.39213789483879574, 0.5199816466569471, 0.516035181955342, 0.519981280845521, 0.13995377295002603, -0.139953772950026, 0.16171665478800035, -0.17946713178691753, -0.12387659914601275, -0.17946905376961025, 0.6686122639824277, -0.6686122639824276, 0.5487069623867972, 0.3421257589748727
1a73A, 0.4725044046314929, 0.2509182653058174, 0.4757091139270234, 0.2509182656171121, 0.46065561063532634, -0.4607785618238101, 0.13003800926241896, -0.6530812723881415, 0.07733243501228941, -0.6530812596029096, 0.2488564293491783, -0.24929903374276735, 0.6725397672180765, 0.29085909005573024
1a7vA, 0.33310475532417966, 0.5194038565815642, 0.4935342870272763, 0.5194033335082184, 0.23011403740063907, -0.23011403740063927, 0.15000385702113628, 0.14832956325035854, 0.20860403890853416, 0.14833111856053433, -0.6670754896420527, 0.6670754896420523, 0.5374801164571245, 0.31020671026312413
1a8l_, 0.4467487585485326, 0.5242145997963459, 0.5008127887688631, 0.524214794431878, 0.0, 0.0, 0.8768081921068627, -0.1778637005761208, -0.4097974188694249, -0.177870665821039, -0.0, -0.0, 0.8838016954712122, 0.09486607092362989
