	Filename,Cluster
	1auiB.B99990003.pdb,Outlier
	1auiB.B99990004.pdb,Outlier
	1auiB.B99990005.pdb,Outlier
	1auiB.B99990006.pdb,Outlier
	1auiB.B99990007.pdb,Outlier
	1auiB.B99990009.pdb,Outlier
	1auiB.B99990010.pdb,Outlier
	1auiB.B99990012.pdb,Outlier
	1auiB.B99990013.pdb,Outlier
	1auiB.B99990014.pdb,Outlier
	1auiB.B99990015.pdb,Outlier
	1auiB.B99990016.pdb,Outlier
	1auiB.B99990017.pdb,Outlier
	1auiB.B99990018.pdb,Outlier
	1auiB.B99990019.pdb,Outlier
	1auiB.B99990020.pdb,Outlier
	1auiB.B99990021.pdb,Outlier
	1auiB.B99990027.pdb,Outlier
	1auiB.B99990028.pdb,Outlier
	1auiB.B99990029.pdb,Outlier
	1auiB.B99990030.pdb,Outlier
	1auiB.B99990035.pdb,Outlier
	1auiB.B99990038.pdb,Outlier
	1auiB.B99990039.pdb,Outlier
	1auiB.B99990041.pdb,Outlier
	1auiB.B99990042.pdb,Outlier
	1auiB.B99990045.pdb,Outlier
	1auiB.B99990047.pdb,Outlier
	1auiB.B99990050.pdb,Outlier
MEDOID:	1auiB.B99990008.pdb,0
	1auiB.B99990008.pdb,0
	1auiB.B99990011.pdb,0
	1auiB.B99990022.pdb,0
	1auiB.B99990024.pdb,0
	1auiB.B99990025.pdb,0
	1auiB.B99990032.pdb,0
	1auiB.B99990033.pdb,0
	1auiB.B99990036.pdb,0
	1auiB.B99990037.pdb,0
	1auiB.B99990040.pdb,0
	1auiB.B99990043.pdb,0
	1auiB.B99990044.pdb,0
	1auiB.B99990046.pdb,0
	1auiB.B99990048.pdb,0
MEDOID:	1auiB.B99990026.pdb,1
	1auiB.B99990001.pdb,1
	1auiB.B99990002.pdb,1
	1auiB.B99990023.pdb,1
	1auiB.B99990026.pdb,1
	1auiB.B99990031.pdb,1
	1auiB.B99990034.pdb,1
	1auiB.B99990049.pdb,1
MEDOID:	1auiB.B99990031.pdb,2
