pbd, molpdf_coor1, DOPE_coor1, DOPEHR_coor1, NDOPE_coor1, outlier_coor1, allowed_coor1, molpdf_coor2, DOPE_coor2, DOPEHR_coor2, NDOPE_coor2, outlier_coor2, allowed_coor2, coef_var_coor1, coef_var_coor2
12asA, -0.014565913254540909, -0.002235806387349927, -0.0027169882153174263, -0.028039155892693242, 0.9993442592062087, -0.017329473284466896, -0.21012179456806673, 0.07479754623839038, 0.1235730931189311, 0.9666331360604058, 0.024536341861401082, -0.0014823560019467021, 0.8426180203949505, 0.1282385332818812
1a02N, -0.005089638952871799, -0.054341290097775816, -0.13992227926461692, 0.10986911114360305, 0.9796673659988175, -0.07499003896976678, 0.17713409676039574, -0.26178628043962754, -0.764976793511524, 0.5308685170571101, -0.18152065797803488, 0.011438044067747968, 0.801197824912994, 0.14083658925377168
1a12A, 0.08480619142271832, -0.031711102649187965, -0.08618092665454077, -0.3778609779350967, 0.9169294835587299, -0.028923472833716483, 0.19146392459085962, -0.07676615909543279, -0.21387458225435305, -0.8679540106465223, -0.39778416567562525, 0.011392032473994134, 0.5629049740155246, 0.39739920866561895
1a3qA, 0.45204658363921185, -0.08417425054911544, -0.7713258647815384, 0.10570108713501031, 0.417371729748637, -0.090846637079923, -0.11274108525279736, 0.6837411002860457, -0.28788535680760174, -0.6513299472509658, -0.11108338923414121, -0.018421651981271298, 0.7367431993719105, 0.15219593527531006
1a4mA, 0.13955759894099434, -0.005600026820113328, -0.014677573449676256, -0.024831732761176197, 0.9895083738230611, -0.02309649967389152, 0.9318580406081368, -0.06678979698643363, -0.1493594459594365, -0.2913881757016047, -0.14126988112678127, 0.0026875310010023717, 0.6964425465983775, 0.2597047833620477
1a7j_, 0.1244718441032395, -0.035090478767298566, -0.09497724298365814, 0.1536672400667458, 0.9741267864558407, -0.041450269964498875, 0.6743895975975525, -0.1365213301352554, -0.3523088385759345, 0.5953242110011474, -0.21895484845162277, 0.009324026328555387, 0.820472703534847, 0.10629109955642226
1a8q_, 0.050852101585905876, -0.007467215359698122, -0.01620871071676087, -0.03085447807364141, 0.9980381199907074, -0.007968336350005798, 0.9526921385744774, -0.06116491786829597, -0.1401694190475663, -0.25590272227183214, -0.05918318464319403, 0.00047251854619126144, 0.9310571480873789, 0.044855537752882695
1abrB, 0.0974442452296517, -0.022417373463791714, -0.03754786891980218, -0.1568325941638307, 0.9816949955026757, -0.01645330334720582, 0.8017532398066773, -0.07333925688816964, -0.21564127164201025, -0.5246679602793214, -0.17325044681637078, 0.0044443174356569425, 0.7566125113671766, 0.13329758414680398
1ad3A, 0.35552225618693856, -0.03282446292841984, -0.6582276448001569, 0.03185238571287392, 0.6557854478283572, -0.09051916676045607, 0.08225652730642408, 0.7247902461576541, 0.17801368802387532, -0.629751933636919, 0.1967374586963532, -0.03051170419060902, 0.6570937794916664, 0.21561942696639483
1ajsA, -0.07620902143100067, 0.01253003596363091, 0.0333176701527119, 0.06828961403988842, 0.9938435267701612, -0.023166549553300792, 0.8934550650335382, -0.07362283972835199, -0.1993048401388642, -0.3822523359710854, 0.10230557219275088, -0.0034679210534581265, 0.842229933959008, 0.11057231166820092
1ako_, 0.09630663744439869, -0.011451610295894291, -0.04172060669982645, -0.05813757612697169, 0.9910181055548738, -0.05793461734483282, 0.4737233612077351, 0.15681762457429843, 0.3218462114197268, 0.804423103440352, 0.01608617443489528, -0.007357411714229566, 0.8243236072803253, 0.09979412897512625
