	Filename,Cluster
MEDOID:	1aqzA.B99990014.pdb,0
	1aqzA.B99990013.pdb,0
	1aqzA.B99990014.pdb,0
	1aqzA.B99990019.pdb,0
	1aqzA.B99990022.pdb,0
	1aqzA.B99990023.pdb,0
	1aqzA.B99990045.pdb,0
	1aqzA.B99990047.pdb,0
MEDOID:	1aqzA.B99990046.pdb,1
	1aqzA.B99990002.pdb,1
	1aqzA.B99990005.pdb,1
	1aqzA.B99990006.pdb,1
	1aqzA.B99990024.pdb,1
	1aqzA.B99990029.pdb,1
	1aqzA.B99990041.pdb,1
	1aqzA.B99990042.pdb,1
	1aqzA.B99990043.pdb,1
	1aqzA.B99990046.pdb,1
	1aqzA.B99990048.pdb,1
MEDOID:	1aqzA.B99990038.pdb,2
	1aqzA.B99990004.pdb,2
	1aqzA.B99990021.pdb,2
	1aqzA.B99990035.pdb,2
	1aqzA.B99990037.pdb,2
	1aqzA.B99990038.pdb,2
	1aqzA.B99990039.pdb,2
MEDOID:	1aqzA.B99990015.pdb,3
	1aqzA.B99990001.pdb,3
	1aqzA.B99990007.pdb,3
	1aqzA.B99990008.pdb,3
	1aqzA.B99990015.pdb,3
	1aqzA.B99990017.pdb,3
	1aqzA.B99990049.pdb,3
MEDOID:	1aqzA.B99990003.pdb,4
	1aqzA.B99990003.pdb,4
MEDOID:	1aqzA.B99990009.pdb,5
	1aqzA.B99990009.pdb,5
	1aqzA.B99990010.pdb,5
	1aqzA.B99990033.pdb,5
	1aqzA.B99990036.pdb,5
	1aqzA.B99990050.pdb,5
MEDOID:	1aqzA.B99990044.pdb,6
	1aqzA.B99990011.pdb,6
	1aqzA.B99990012.pdb,6
	1aqzA.B99990018.pdb,6
	1aqzA.B99990031.pdb,6
	1aqzA.B99990040.pdb,6
	1aqzA.B99990044.pdb,6
MEDOID:	1aqzA.B99990030.pdb,7
	1aqzA.B99990016.pdb,7
	1aqzA.B99990025.pdb,7
	1aqzA.B99990026.pdb,7
	1aqzA.B99990027.pdb,7
	1aqzA.B99990028.pdb,7
	1aqzA.B99990030.pdb,7
	1aqzA.B99990032.pdb,7
MEDOID:	1aqzA.B99990034.pdb,8
	1aqzA.B99990020.pdb,8
	1aqzA.B99990034.pdb,8
