	Filename,Cluster
	1apj_.B99990001.pdb,Outlier
	1apj_.B99990002.pdb,Outlier
	1apj_.B99990005.pdb,Outlier
	1apj_.B99990006.pdb,Outlier
	1apj_.B99990012.pdb,Outlier
	1apj_.B99990013.pdb,Outlier
	1apj_.B99990014.pdb,Outlier
	1apj_.B99990015.pdb,Outlier
	1apj_.B99990017.pdb,Outlier
	1apj_.B99990018.pdb,Outlier
	1apj_.B99990020.pdb,Outlier
	1apj_.B99990022.pdb,Outlier
	1apj_.B99990026.pdb,Outlier
	1apj_.B99990028.pdb,Outlier
	1apj_.B99990031.pdb,Outlier
	1apj_.B99990032.pdb,Outlier
	1apj_.B99990033.pdb,Outlier
	1apj_.B99990036.pdb,Outlier
	1apj_.B99990037.pdb,Outlier
	1apj_.B99990038.pdb,Outlier
	1apj_.B99990042.pdb,Outlier
	1apj_.B99990046.pdb,Outlier
MEDOID:	1apj_.B99990024.pdb,0
	1apj_.B99990003.pdb,0
	1apj_.B99990004.pdb,0
	1apj_.B99990021.pdb,0
	1apj_.B99990024.pdb,0
	1apj_.B99990030.pdb,0
	1apj_.B99990041.pdb,0
	1apj_.B99990043.pdb,0
	1apj_.B99990044.pdb,0
	1apj_.B99990049.pdb,0
MEDOID:	1apj_.B99990040.pdb,1
	1apj_.B99990007.pdb,1
	1apj_.B99990008.pdb,1
	1apj_.B99990009.pdb,1
	1apj_.B99990010.pdb,1
	1apj_.B99990011.pdb,1
	1apj_.B99990016.pdb,1
	1apj_.B99990019.pdb,1
	1apj_.B99990023.pdb,1
	1apj_.B99990025.pdb,1
	1apj_.B99990027.pdb,1
	1apj_.B99990029.pdb,1
	1apj_.B99990034.pdb,1
	1apj_.B99990035.pdb,1
	1apj_.B99990039.pdb,1
	1apj_.B99990040.pdb,1
	1apj_.B99990045.pdb,1
	1apj_.B99990047.pdb,1
	1apj_.B99990048.pdb,1
	1apj_.B99990050.pdb,1
MEDOID:	1apj_.B99990017.pdb,2
